,raceId,year,round,name,date,time,url
936,949,2016,2,Bahrain Grand Prix,2016-04-03,15:00:00,https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix
937,950,2016,3,Chinese Grand Prix,2016-04-17,06:00:00,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix
938,951,2016,4,Russian Grand Prix,2016-05-01,12:00:00,https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix
939,952,2016,5,Spanish Grand Prix,2016-05-15,12:00:00,https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix
940,953,2016,6,Monaco Grand Prix,2016-05-29,12:00:00,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix
941,954,2016,7,Canadian Grand Prix,2016-06-12,18:00:00,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
942,955,2016,8,European Grand Prix,2016-06-19,13:00:00,https://en.wikipedia.org/wiki/2016_European_Grand_Prix
943,956,2016,9,Austrian Grand Prix,2016-07-03,12:00:00,https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix
944,957,2016,10,British Grand Prix,2016-07-10,12:00:00,https://en.wikipedia.org/wiki/2016_British_Grand_Prix
945,958,2016,11,Hungarian Grand Prix,2016-07-24,12:00:00,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix
946,959,2016,12,German Grand Prix,2016-07-31,12:00:00,https://en.wikipedia.org/wiki/2016_German_Grand_Prix
947,960,2016,13,Belgian Grand Prix,2016-08-28,12:00:00,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix
948,961,2016,14,Italian Grand Prix,2016-09-04,12:00:00,https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix
949,962,2016,15,Singapore Grand Prix,2016-09-18,12:00:00,https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix
950,963,2016,16,Malaysian Grand Prix,2016-10-02,07:00:00,https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix
951,964,2016,17,Japanese Grand Prix,2016-10-09,05:00:00,https://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix
952,965,2016,18,United States Grand Prix,2016-10-23,19:00:00,https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
953,966,2016,19,Mexican Grand Prix,2016-10-30,19:00:00,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
954,967,2016,20,Brazilian Grand Prix,2016-11-13,16:00:00,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
955,968,2016,21,Abu Dhabi Grand Prix,2016-11-27,13:00:00,https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
956,969,2017,1,Australian Grand Prix,2017-03-26,05:00:00,https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
957,970,2017,2,Chinese Grand Prix,2017-04-09,06:00:00,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
958,971,2017,3,Bahrain Grand Prix,2017-04-16,15:00:00,https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
959,972,2017,4,Russian Grand Prix,2017-04-30,12:00:00,https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
960,973,2017,5,Spanish Grand Prix,2017-05-14,12:00:00,https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
961,974,2017,6,Monaco Grand Prix,2017-05-28,12:00:00,https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
962,975,2017,7,Canadian Grand Prix,2017-06-11,18:00:00,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
963,976,2017,8,Azerbaijan Grand Prix,2017-06-25,13:00:00,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
964,977,2017,9,Austrian Grand Prix,2017-07-09,12:00:00,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
965,978,2017,10,British Grand Prix,2017-07-16,12:00:00,https://en.wikipedia.org/wiki/2017_British_Grand_Prix
966,979,2017,11,Hungarian Grand Prix,2017-07-30,12:00:00,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
967,980,2017,12,Belgian Grand Prix,2017-08-27,12:00:00,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
968,981,2017,13,Italian Grand Prix,2017-09-03,12:00:00,https://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
969,982,2017,14,Singapore Grand Prix,2017-09-17,12:00:00,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
970,983,2017,15,Malaysian Grand Prix,2017-10-01,07:00:00,https://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
971,984,2017,16,Japanese Grand Prix,2017-10-08,05:00:00,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
972,985,2017,17,United States Grand Prix,2017-10-22,19:00:00,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
973,986,2017,18,Mexican Grand Prix,2017-10-29,19:00:00,https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
974,987,2017,19,Brazilian Grand Prix,2017-11-12,16:00:00,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
975,988,2017,20,Abu Dhabi Grand Prix,2017-11-26,13:00:00,https://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
976,989,2018,1,Australian Grand Prix,2018-03-25,05:00:00,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
977,990,2018,2,Bahrain Grand Prix,2018-04-08,15:00:00,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
978,991,2018,3,Chinese Grand Prix,2018-05-15,06:00:00,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
979,992,2018,4,Azerbaijan Grand Prix,2018-04-29,13:00:00,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
980,993,2018,5,Spanish Grand Prix,2018-05-13,12:00:00,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
981,994,2018,6,Monaco Grand Prix,2018-05-27,12:00:00,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
982,995,2018,7,Canadian Grand Prix,2018-06-10,18:00:00,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
983,996,2018,8,French Grand Prix,2018-06-24,12:00:00,http://en.wikipedia.org/wiki/2018_French_Grand_Prix
984,997,2018,9,Austrian Grand Prix,2018-07-01,12:00:00,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
985,998,2018,10,British Grand Prix,2018-07-08,12:00:00,http://en.wikipedia.org/wiki/2018_British_Grand_Prix
986,999,2018,11,German Grand Prix,2018-07-22,12:00:00,http://en.wikipedia.org/wiki/2018_German_Grand_Prix
987,1000,2018,12,Hungarian Grand Prix,2018-07-29,12:00:00,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
988,1001,2018,13,Belgian Grand Prix,2018-08-26,12:00:00,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
989,1002,2018,14,Italian Grand Prix,2018-09-02,12:00:00,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
990,1003,2018,15,Singapore Grand Prix,2018-09-16,12:00:00,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
991,1004,2018,16,Russian Grand Prix,2018-09-30,12:00:00,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
992,1005,2018,17,Japanese Grand Prix,2018-10-07,05:00:00,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
993,1006,2018,18,United States Grand Prix,2018-10-21,19:00:00,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
994,1007,2018,19,Mexican Grand Prix,2018-10-28,19:00:00,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
995,1008,2018,20,Brazilian Grand Prix,2018-11-11,16:00:00,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
996,1009,2018,21,Abu Dhabi Grand Prix,2018-11-25,13:00:00,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
